id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info
3642,183799.0,Diego Cavalieri,Diego,Cavalieri,1982-12-01,Brazil,Brazil,16.0,G,Goalkeeper
4941,6883.0,Diego Costa,Diego,Da Silva Costa,1988-10-07,Brazil,Spain,19.0,F,Centre Striker
4112,14109.0,Eric Dier,Eric,Dier,1994-01-15,England,England,15.0,D,Centre Central Defender
3925,256645.0,Mame Biram Diouf,Mame Biram,Diouf,1987-12-16,Senegal,Senegal,92.0,F,Centre Striker
5577,130442.0,Brice Dja Djédjé,Brice,Dja Djédjé,1990-12-23,Cote D’Ivoire,Cote D’Ivoire,26.0,D,Right Full Back
19678,303262.0,Domingos Quina,Domingos,Quina,1999-11-18,Guinea-Bissau,Portugal,28.0,M,Centre Attacking Midfielder
13823,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,1993-01-01,Mali,Mali,16.0,M,Centre Central Midfielder
14442,171272.0,Vlad Dragomir,Vlad,Dragomir,1999-04-24,Romania,Romania,10.0,M,Centre Central Midfielder
6362,289237.0,Aleksandar Dragovic,Aleksandar,Dragovic,1991-03-06,Austria,Austria,15.0,D,Defender
3670,291459.0,Danny Drinkwater,Danny,Drinkwater,1990-03-05,England,England,15.0,M,Midfielder
6451,129737.0,Martin Dúbravka,Martin,Dúbravka,1989-01-15,Slovakia,Slovakia,1.0,G,Goalkeeper
3601,256337.0,Shane Duffy,Shane,Duffy,1992-01-01,Northern Ireland,Ireland,4.0,D,Centre Central Defender
14771,288976.0,Demeaco Duhaney,Demeaco,Duhaney,1998-10-13,England,England,21.0,D,Right Full Back
23738,283096.0,Stephen Duke-McKenna,Stephen,Duke-McKenna,2000-08-17,England,Guyana,41.0,M,Right Winger
4340,176689.0,Paul Dummett,Paul,Dummett,1991-09-26,Wales,Wales,,D,Defender
8163,13742.0,Lewis Dunk,Lewis,Dunk,1991-11-21,England,England,30.0,D,Defender
2341,19449.0,Nathan Dyer,Nathan,Dyer,1987-11-29,England,England,24.0,M,Right Winger
12707,47186.0,Ederson,Ederson,Santana de Moraes,1993-08-17,Brazil,Brazil,31.0,G,Goalkeeper
12265,163640.0,Eduardo,Eduardo,dos Reis Carvalho,1982-09-19,Portugal,Portugal,82.0,G,Goalkeeper
15038,312156.0,Thomas Edwards,Thomas,Edwards,1999-01-22,England,England,7.0,D,Full Back
14753,199366.0,Ovie Ejaria,Ovie,Ejaria,1997-11-18,England,England,14.0,M,Centre Central Midfielder
8962,162033.0,Callum Elder,Callum,Elder,1995-01-27,Australia,Australia,3.0,D,Left Full Back
21468,261166.0,Andrew Eleftheriou,Andrew,Eleftheriou,1997-11-08,England,England,15.0,D,Defender
2214,268356.0,Robert Elliot,Robert,Elliot,1986-04-30,Ireland,Ireland,35.0,G,Goalkeeper
16803,289337.0,Emerson,Emerson,Palmieri dos Santos,1994-08-03,Brazil,Italy,3.0,D,Left Full Back
4845,302740.0,Christian Eriksen,Christian,Eriksen,1992-02-14,Denmark,Denmark,21.0,M,Centre Attacking Midfielder
3156,129750.0,Jonny Evans,Jonny,Evans,1988-01-03,Northern Ireland,Northern Ireland,6.0,D,Centre Central Defender
2934,94513.0,Patrice Evra,Patrice,Evra,1981-05-15,Senegal,France,27.0,D,Left Full Back
