id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info
1305,1542.0,Christopher Wreh,Christopher,Wreh,1975-05-14,Liberia,Liberia,,F,Forward
72,27467.0,Alan Wright,Alan,Wright,1971-09-28,England,England,3.0,D,Defender
59,4762.0,Dwight Yorke,Dwight,Yorke,1971-11-03,Trinidad & Tobago,Trinidad & Tobago,19.0,M,Midfielder
207,2026.0,Eddie Youds,Eddie,Youds,1970-05-03,England,England,,D,Defender
1464,6078.0,Luke Young,Luke,Young,1979-07-19,England,England,21.0,D,Left/Right Full Back
1417,278163.0,Theo Zagorakis,Theo,Zagorakis,1971-10-27,Greece,Greece,6.0,M,Midfielder
1151,1342.0,Gianfranco Zola,Gianfranco,Zola,1966-07-05,Italy,Italy,,F,Forward
1574,1922.0,Jean Michel Ferri,Jean Michel,Ferri,1969-02-07,France,France,,M,Midfielder
1222,1430.0,Gianluca Festa,Gianluca,Festa,1969-03-15,Italy,Italy,,D,Defender
1086,25914.0,Alan Fettis,Alan,Fettis,1971-02-01,Northern Ireland,Northern Ireland,,,
859,4043.0,John Filan,John,Filan,1970-02-08,Australia,Australia,1.0,G,Goalkeeper
349,335.0,Curtis Fleming,Curtis,Fleming,1968-10-08,England,Ireland,,D,Defender
300,1126.0,Garry Flitcroft,Garry,Flitcroft,1972-11-06,England,England,,M,Midfielder
519,3123.0,Tim Flowers,Tim,Flowers,1967-02-03,England,England,,G,Goalkeeper
1635,2968.0,Marc Vivien Foe,Marc Vivien,Foe,1975-05-01,Cameroon,Cameroon,,M,Midfielder
200,1759.0,Craig Forrest,Craig,Forrest,1967-09-20,Canada,Canada,,G,Goalkeeper
1538,122231.0,Mikael Forssell,Mikael,Forssell,1981-03-15,Germany,Finland,,F,Forward
277,55008.0,Robbie Fowler,Robbie,Fowler,1975-04-09,England,England,27.0,F,Forward
388,1275.0,Ruel Fox,Ruel,Fox,1968-01-14,England,Montserrat,,F,Forward
1476,4390.0,Damien Francis,Damien,Francis,1979-02-27,Jamaica,Jamaica,7.0,M,Midfielder
466,97141.0,Dougie Freedman,Dougie,Freedman,1974-05-25,Scotland,Scotland,16.0,F,Forward
1628,3255.0,Steffen Freund,Steffen,Freund,1970-01-19,Germany,Germany,,M,Midfielder
1420,6178.0,Brad Friedel,Brad,Friedel,1971-05-18,United States,United States,24.0,G,Goalkeeper
46,1878.0,Stephen Froggatt,Stephen,Froggatt,1973-03-09,England,England,,M,Midfielder
1467,27134.0,Peter Gain,Peter,Gain,1976-11-11,Ireland,Ireland,33.0,M,Midfielder
87,2176.0,Kevin Gallacher,Kevin,Gallacher,1966-11-23,Scotland,Scotland,,F,Forward
1129,1321.0,Remi Garde,Remi,Garde,1966-04-03,France,France,,D,Defender
321,309.0,Gary Neville,Gary,Neville,1975-02-18,England,England,2.0,D,Right Full Back
1586,2366.0,Paul Gascoigne,Paul,Gascoigne,1967-05-27,England,England,,M,Midfielder
1220,174821.0,Jason Gavin,Jason,Gavin,1980-03-14,Ireland,Ireland,18.0,D,Defender
809,848.0,Marcus Gayle,Marcus,Gayle,1970-09-27,Jamaica,Jamaica,,F,Forward
401,1901.0,Scot Gemmill,Scot,Gemmill,1971-01-02,Scotland,Scotland,,M,Midfielder
1594,278971.0,Georgios Charalambos Georgiadis,Georgios Charalambos,Georgiadis,1972-03-08,Greece,Greece,,M,Midfielder
416,177200.0,Paul Gerrard,Paul,Gerrard,1973-01-22,England,England,28.0,G,Goalkeeper
1462,1747.0,Kevin Gibbens,Kevin,Gibbens,1979-11-04,England,England,,M,Midfielder
1066,146106.0,Paul Gibson,Paul,Gibson,1976-01-11,England,England,33.0,G,Goalkeeper
335,323.0,Ryan Giggs,Ryan,Giggs,1973-11-29,Wales,Wales,11.0,M,Left/Centre Central Midfielder
329,29676.0,Keith Gillespie,Keith,Gillespie,1975-02-18,Northern Ireland,Northern Ireland,,M,Midfielder
1083,2653.0,David Ginola,David,Ginola,1967-01-25,France,France,,F,Forward
1544,1882.0,Stefano Gioacchini,Stefano,Gioacchini,1976-11-25,Italy,Italy,,F,Forward
851,57620.0,Shay Given,Shay,Given,1976-04-20,Ireland,Ireland,24.0,G,Goalkeeper
1593,1950.0,Stephen Glass,Stephen,Glass,1976-05-23,Scotland,Scotland,,M,Midfielder
1536,2674.0,Bjarne Goldbæk,Bjarne,Goldbæk,1968-10-06,Denmark,Denmark,,M,Midfielder
974,1074.0,Jon Goodman,Jon,Goodman,1971-06-02,England,Ireland,,F,Forward
151,1932.0,Dean Gordon,Dean,Gordon,1973-02-10,England,England,,D,Defender
1605,2117.0,Richard Gough,Richard,Gough,1962-04-05,Sweden,Scotland,,D,Defender
685,2449.0,Tony Grant,Tony,Grant,1974-11-14,England,England,,M,Midfielder
1144,3534.0,Danny Granville,Danny,Granville,1975-01-19,England,England,3.0,D,Defender
1133,13582.0,Julian Gray,Julian,Gray,1979-09-21,England,England,27.0,M,Midfielder
897,2587.0,Simon Grayson,Simon,Grayson,1969-12-16,England,England,6.0,D,Defender
1429,20496.0,Jonathan Greening,Jonathan,Greening,1979-01-02,England,England,30.0,M,Midfielder
1437,13058.0,Andy Griffin,Andy,Griffin,1979-03-17,England,England,,D,Right Full Back
1297,1534.0,Gilles Grimandi,Gilles,Grimandi,1970-11-11,France,France,,D,Defender
1493,1803.0,David Grondin,David,Grondin,1980-05-08,France,France,,D,Defender
946,176890.0,Steve Guinan,Steve,Guinan,1975-12-24,England,England,19.0,F,Forward
1647,2037.0,Stephane Guivarc'h,Stephane,Guivarc'h,1970-09-06,France,France,,F,Forward
1349,1916.0,Arnar Gunnlaugsson,Arnar,Gunnlaugsson,1973-03-06,Iceland,Iceland,,F,Forward
1201,279326.0,Steve Guppy,Steve,Guppy,1969-03-29,England,England,,M,Midfielder
938,2443.0,Alf Inge Haaland,Alf Inge,Haaland,1972-11-23,Norway,Norway,,D,Defender
860,29995.0,Marcus Hall,Marcus,Hall,1976-03-24,England,England,3.0,D,Left Full Back
423,2069.0,Gunnar Halle,Gunnar,Halle,1965-08-11,Norway,Norway,,D,Defender
1595,29970.0,Dietmar Hamann,Dietmar,Hamann,1973-08-27,Germany,Germany,16.0,M,Midfielder
1231,1439.0,Des Hamilton,Des,Hamilton,1976-08-15,England,England,,M,Midfielder
1609,11053.0,Marlon Harewood,Marlon,Harewood,1979-08-25,England,England,9.0,F,Centre Striker
508,2041.0,John Harkes,John,Harkes,1967-03-08,United States,United States,,M,Midfielder
254,244.0,Steve Harkness,Steve,Harkness,1971-08-27,England,England,,D,Defender
1147,178573.0,Jon Harley,Jon,Harley,1979-09-26,England,England,,D,Defender
1550,3760.0,Kevin Harper,Kevin,Harper,1976-01-15,England,Scotland,,M,Midfielder
1223,1431.0,Craig Harrison,Craig,Harrison,1977-11-10,England,England,,D,Defender
1045,10049.0,Ian Harte,Ian,Harte,1977-08-31,Ireland,Ireland,14.0,D,Left Full Back
844,278349.0,John Hartson,John,Hartson,1975-04-05,Wales,Wales,10.0,F,Forward
1612,27640.0,Steven Haslam,Steven,Haslam,1979-09-06,England,England,16.0,D,Defender
1413,4165.0,Jimmy Floyd Hasselbaink,Jimmy Floyd,Hasselbaink,1972-03-27,Suriname,Netherlands,18.0,F,Forward
1363,1614.0,Simon Haworth,Simon,Haworth,1977-03-30,England,England,,F,Forward
628,1294.0,Paul Heald,Paul,Heald,1968-09-20,England,England,,G,Goalkeeper
1358,4166.0,Magnus Hedman,Magnus,Hedman,1973-03-19,Sweden,Sweden,22.0,G,Goalkeeper
1573,1921.0,Vegard Heggem,Vegard,Heggem,1975-07-13,Norway,Norway,17.0,D,Defender
1335,1580.0,Stéphane Henchoz,Stéphane,Henchoz,1974-09-07,Switzerland,Switzerland,16.0,D,Defender
848,12990.0,Lee Hendrie,Lee,Hendrie,1977-05-18,England,England,,M,Midfielder
908,14283.0,Emile Heskey,Emile,Heskey,1978-01-11,England,England,19.0,F,Centre Striker
1405,1668.0,Martin Hiden,Martin,Hiden,1973-03-11,Austria,Austria,,D,Defender
1426,13840.0,Danny Higginbotham,Danny,Higginbotham,1978-12-29,England,Gibraltar,4.0,D,Defender
1056,1988.0,Scott Hiley,Scott,Hiley,1968-09-27,England,England,,D,Defender
179,1726.0,Andy Hinchcliffe,Andy,Hinchcliffe,1969-02-05,England,England,,D,Defender
514,1749.0,David Hirst,David,Hirst,1967-12-07,England,England,,F,Forward
1080,2008.0,Shaka Hislop,Shaka,Hislop,1969-02-22,England,Trinidad & Tobago,,G,Goalkeeper
92,88.0,Kevin Hitchcock,Kevin,Hitchcock,1962-10-05,England,England,,G,Goalkeeper
1602,1963.0,Jon Olav Hjelde,Jon Olav,Hjelde,1972-07-30,Norway,Norway,,D,Defender
480,2042.0,Glyn Hodges,Glyn,Hodges,1963-04-30,England,Wales,,M,Midfielder
1638,2021.0,Gavin Holligan,Gavin,Holligan,1980-06-13,England,England,,F,Forward
793,1857.0,Matt Holmes,Matt,Holmes,1969-08-01,England,England,,M,Midfielder
