id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info
2052,132015.0,Jamal Campbell-Ryce,Jamal,Campbell-Ryce,1983-04-06,Jamaica,Jamaica,20.0,M,Left/Right Winger
2486,3249.0,Peter Canero,Peter,Canero,1981-01-10,Scotland,Scotland,28.0,D,Defender
2426,3153.0,Carl Motteram,Carl,Motteram,1984-09-03,England,England,,M,Midfielder
2259,177133.0,Clarke Carlisle,Clarke,Carlisle,1979-10-14,England,England,3.0,D,Defender
2058,143401.0,Carlton Cole,Carlton,Cole,1983-10-12,England,England,10.0,F,Centre Striker
776,94885.0,Stephen Carr,Stephen,Carr,1976-08-29,Ireland,Ireland,2.0,D,Right Full Back
915,143184.0,Jamie Carragher,Jamie,Carragher,1978-01-28,England,England,23.0,D,Defender
2112,14928.0,Roy Carroll,Roy,Carroll,1977-09-30,Northern Ireland,Northern Ireland,1.0,G,Goalkeeper
1175,5265.0,Lee Carsley,Lee,Carsley,1974-02-28,Ireland,Ireland,26.0,M,Centre Defensive Midfielder
2250,282078.0,Scott Carson,Scott,Carson,1985-09-03,England,England,33.0,G,Goalkeeper
2191,11581.0,Darren Carter,Darren,Carter,1983-12-18,England,England,23.0,M,Centre Central Midfielder
2065,12397.0,Nick Chadwick,Nick,Chadwick,1982-10-26,England,England,28.0,F,Forward
2339,19158.0,Richard Chaplow,Richard,Chaplow,1985-02-02,England,England,8.0,M,Centre Central Midfielder
2598,3428.0,Cyril Chapuis,Cyril,Chapuis,1979-03-21,France,France,,F,Forward
755,3665.0,Simon Charlton,Simon,Charlton,1971-10-25,England,England,16.0,D,Defender
2284,174530.0,Bruno Cheyrou,Bruno,Cheyrou,1978-05-10,France,France,14.0,M,Centre Central Midfielder
2128,9983.0,Michael Chopra,Michael,Chopra,1983-12-28,England,England,8.0,F,Centre Striker
1553,2996.0,Malcolm Christie,Malcolm,Christie,1979-04-11,England,England,11.0,F,Forward
2188,3696.0,Aliou Cisse,Aliou,Cisse,1976-03-24,Senegal,Senegal,18.0,M,Midfielder
723,744.0,Lee Clark,Lee,Clark,1972-10-27,England,England,21.0,M,Midfielder
1555,314529.0,Peter Clarke,Peter,Clarke,1982-01-03,England,England,26.0,D,Defender
1851,3586.0,Claus Jensen,Claus,Jensen,1977-04-29,Denmark,Denmark,16.0,M,Midfielder
961,98165.0,Stephen Clemence,Stephen,Clemence,1978-03-31,England,England,14.0,M,Midfielder
2413,52622.0,Gaël Clichy,Gaël,Clichy,1985-07-26,France,France,3.0,D,Left Full Back
2586,27036.0,Sammy Clingan,Sammy,Clingan,1984-01-13,Northern Ireland,Northern Ireland,4.0,M,Midfielder
2311,2985.0,Brian Close,Brian,Close,1982-01-27,England,England,,D,Defender
2573,3387.0,Mark Clyde,Mark,Clyde,1982-12-27,Northern Ireland,Northern Ireland,2.0,D,Defender
1494,152954.0,Ashley Cole,Ashley,Cole,1980-12-20,England,England,26.0,D,Left Full Back
2320,26855.0,Adam Collin,Adam,Collin,1984-12-09,England,England,1.0,G,Goalkeeper
2082,30457.0,Matthew Collins,Matthew,Collins,1986-08-31,Wales,Wales,25.0,M,Midfielder
2179,2820.0,Ferdinand Coly,Ferdinand,Coly,1973-09-10,Senegal,Senegal,,D,Defender
2440,3173.0,Charlie Comyn-Platt,Charlie,Comyn-Platt,1985-10-02,England,England,,D,Defender
2256,2918.0,Rob Constable,Rob,Constable,1986-01-26,England,England,,D,Defender
1841,2306.0,Stephen Cooke,Stephen,Cooke,1983-02-15,England,England,,M,Midfielder
937,1933.0,Colin Cooper,Colin,Cooper,1967-02-28,England,England,,D,Defender
2577,28618.0,Chris Cornes,Chris,Cornes,1986-12-20,England,England,,M,Midfielder
2272,18900.0,Barry Corr,Barry,Corr,1985-04-02,Ireland,Ireland,9.0,F,Centre Striker
1284,29520.0,Carl Cort,Carl,Cort,1977-11-01,Guyana,Guyana,9.0,F,Forward
2249,2911.0,Will Coyles,Will,Coyles,1985-12-20,England,England,,G,Goalkeeper
2480,12106.0,Danny Coyne,Danny,Coyne,1973-08-27,Wales,Wales,44.0,G,Goalkeeper
1754,3389.0,Jody Craddock,Jody,Craddock,1975-07-25,England,England,6.0,D,Centre Central Defender
2557,18493.0,Stephen Crainey,Stephen,Crainey,1981-06-22,Scotland,Scotland,,D,Defender
2559,160085.0,Martin Cranie,Martin,Cranie,1986-09-26,England,England,2.0,D,Centre Central Defender
2457,119245.0,Hernán Crespo,Hernán,Crespo,1975-07-05,Argentina,Argentina,9.0,F,Forward
2522,278776.0,Cristiano Ronaldo,Cristiano Ronaldo,dos Santos Aveiro,1985-02-05,Portugal,Portugal,7.0,F,Left/Centre/Right Striker
2251,2913.0,Kevin Cronin,Kevin,Cronin,1985-05-18,England,England,,D,Defender
394,26950.0,Mark Crossley,Mark,Crossley,1969-06-16,Wales,Wales,26.0,G,Goalkeeper
1629,181323.0,Peter Crouch,Peter,Crouch,1981-01-30,England,England,15.0,F,Centre Striker
1676,114930.0,Carlo Cudicini,Carlo,Cudicini,1973-09-06,Italy,Italy,1.0,G,Goalkeeper
972,2828.0,Kenny Cunningham,Kenny,Cunningham,1971-06-28,Ireland,Ireland,4.0,D,Defender
1427,96604.0,John Curtis,John,Curtis,1978-09-03,England,England,19.0,D,Defender
2162,101525.0,Pascal Cygan,Pascal,Cygan,1974-04-29,France,France,2.0,D,Centre Central Defender
1436,3250.0,Nikolaos Dabizas,Nikolaos,Dabizas,1973-08-03,Greece,Greece,44.0,D,Defender
2566,3371.0,Stéphane Dalmat,Stéphane,Dalmat,1979-02-16,France,France,,M,Midfielder
1837,279315.0,Tomas Danilevicius,Tomas,Danilevicius,1978-07-18,Lithuania,Lithuania,21.0,F,Forward
2201,186219.0,Neil Danns,Neil,Danns,1982-11-23,Guyana,Guyana,35.0,M,Centre Central Midfielder
2531,132396.0,Danny Graham,Daniel,Graham,1985-08-12,England,England,18.0,F,Centre Striker
929,4579.0,Danny Mills,Daniel,Mills,1977-05-18,England,England,27.0,D,Defender
91,15180.0,Dave Beasant,Dave,Beasant,1959-03-20,England,England,39.0,G,Goalkeeper
2313,139313.0,Andrew Davies,Andrew,Davies,1984-12-17,England,England,15.0,D,Centre Central Defender
2423,126112.0,Steven Davis,Steven,Davis,1985-01-01,Northern Ireland,Northern Ireland,10.0,M,Centre Central Midfielder
2489,48302.0,Stephen Dawson,Stephen,Dawson,1985-12-04,Ireland,Ireland,8.0,M,Centre Central Midfielder
2227,2886.0,Mark De Bolla,Mark,De Bolla,1983-01-01,England,England,,F,Forward
2169,4286.0,Ulises de la Cruz,Ulises,de la Cruz,1974-02-08,Ecuador,Ecuador,23.0,D,Defender
2500,3270.0,Mark de Vries,Mark,de Vries,1975-08-24,Suriname,Suriname,20.0,F,Forward
1315,4047.0,Arjan De Zeeuw,Arjan,De Zeeuw,1970-04-16,Netherlands,Netherlands,,D,Defender
2223,2881.0,Adrian Deane,Adrian,Deane,1983-02-24,Ireland,Ireland,,M,Midfielder
1526,303240.0,Jermain Defoe,Jermain,Defoe,1982-10-07,England,England,10.0,F,Centre Striker
1504,1815.0,Mark Delaney,Mark,Delaney,1976-05-13,Wales,Wales,2.0,D,Defender
1391,12887.0,Rory Delap,Rory,Delap,1976-07-06,Ireland,Ireland,4.0,M,Midfielder
2132,2751.0,Agustin Delgado,Agustin,Delgado,1974-12-23,Ecuador,Ecuador,,F,Forward
2437,15094.0,Matt Derbyshire,Matt,Derbyshire,1986-04-14,England,England,27.0,F,Centre Striker
1533,1868.0,Marcel Desailly,Marcel,Desailly,1968-09-07,Ghana,France,,D,Defender
2185,2830.0,Paul Devlin,Paul,Devlin,1972-04-14,England,Scotland,,M,Midfielder
1451,3190.0,Paolo Di Canio,Paolo,Di Canio,1968-07-09,Italy,Italy,,F,Forward
2057,2639.0,Valerio Di Cesare,Valerio,Di Cesare,1983-05-23,Italy,Italy,,M,Midfielder
2285,5095.0,Salif Diao,Salif,Diao,1977-02-10,Senegal,Senegal,15.0,M,Centre Defensive Midfielder
27,28435.0,Paul Dickov,Paul,Dickov,1972-11-01,Scotland,Scotland,,F,Forward
2595,3421.0,Dino Baggio,Dino,Baggio,1971-07-24,Italy,Italy,,M,Midfielder
2289,11217.0,El Hadji Diouf,El Hadji,Diouf,1981-01-15,Senegal,Senegal,21.0,M,Left/Centre/Right Attacking Midfielder
2125,18714.0,Sylvain Distin,Sylvain,Distin,1977-12-16,France,France,25.0,D,Centre Central Defender
2520,3464.0,Eric Djemba-Djemba,Eric,Djemba-Djemba,1981-05-04,Cameroon,Cameroon,14.0,M,Midfielder
2246,4077.0,Martin Djetou,Martin,Djetou,1974-01-15,France,France,,D,Defender
1581,179012.0,Bojan Djordjic,Bojan,Djordjic,1982-02-06,Sweden,Sweden,32.0,M,Midfielder
2037,3752.0,Youri Djorkaeff,Youri,Djorkaeff,1968-03-09,France,France,,M,Midfielder
528,508.0,Jason Dodd,Jason,Dodd,1970-11-02,England,England,2.0,D,Defender
2470,3226.0,Sean Doherty,Sean,Doherty,1985-05-10,England,England,,M,Midfielder
1590,174352.0,Didier Domi,Didier,Domi,1978-05-02,France,France,3.0,D,Left Full Back
2202,26505.0,Ciaran Donnelly,Ciaran,Donnelly,1986-04-02,England,England,19.0,M,Midfielder
2314,3310.0,Doriva,Dorival,Guidoni Júnior,1972-05-28,Brazil,Brazil,20.0,M,Midfielder
2023,19420.0,Jonathan Douglas,Jonathan,Douglas,1981-11-22,Ireland,Ireland,22.0,M,Centre Defensive Midfielder
2315,2990.0,Craig Dove,Craig,Dove,1983-08-16,England,England,,M,Midfielder
2122,159684.0,Stewart Downing,Stewart,Downing,1984-07-22,England,England,19.0,M,Left/Right Winger
2425,18659.0,Colin Doyle,Colin,Doyle,1985-06-12,Ireland,Ireland,1.0,G,Goalkeeper
903,2493.0,Mark Draper,Mark,Draper,1970-11-11,England,England,,M,Midfielder
669,177233.0,Michael Duberry,Michael,Duberry,1975-10-14,England,England,5.0,D,Defender
338,1823.0,Dion Dublin,Dion,Dublin,1969-04-22,England,England,,F,Forward
2109,101201.0,Jerzy Dudek,Jerzy,Dudek,1973-03-23,Poland,Poland,25.0,G,Goalkeeper
1004,124533.0,Damien Duff,Damien,Duff,1979-03-02,Ireland,Ireland,11.0,M,Left Winger
2543,11801.0,Richard Duffy,Richard,Duffy,1985-08-30,Wales,Wales,5.0,D,Centre Central Defender
1206,4146.0,David Thompson,David,Thompson,1977-09-12,England,England,15.0,M,Midfielder
1935,2455.0,Danny Tiatto,Danny,Tiatto,1973-05-22,Australia,Australia,,M,Midfielder
2242,4341.0,Li Tie,Li,Tie,1977-09-18,China,China,30.0,M,Midfielder
1942,2465.0,Paul Tierney,Paul,Tierney,1982-09-15,England,England,,M,Midfielder
2308,2982.0,Mads Timm,Mads,Timm,1984-10-31,Denmark,Denmark,,F,Forward
356,178390.0,Andrew Todd,Andrew,Todd,1974-09-21,England,England,,D,Defender
1984,4475.0,Svetoslav Todorov,Svetoslav,Todorov,1978-08-30,Bulgaria,Bulgaria,25.0,F,Forward
2034,2611.0,Stig Töfting,Stig,Töfting,1969-08-14,Denmark,Denmark,,M,Midfielder
2105,29474.0,Tom Williamson,Thomas,Williamson,1984-12-24,England,England,,M,Central Midfielder
1571,121145.0,Djimi Traore,Djimi,Traore,1980-03-01,France,Mali,18.0,D,Left Full Back
2024,2592.0,Tugay,Tugay,Kerimoglou,1970-08-24,Turkey,Turkey,5.0,M,Midfielder
2309,19429.0,Ross Turnbull,Ross,Turnbull,1985-01-04,England,England,22.0,G,Goalkeeper
2217,50105.0,Michael Turner,Michael,Turner,1983-11-09,England,England,6.0,D,Centre Central Defender
181,4432.0,David Unsworth,David,Unsworth,1973-10-16,England,England,25.0,D,Defender
1131,19664.0,Matt Upson,Matt,Upson,1979-04-18,England,England,4.0,D,Centre Central Defender
2302,2971.0,David Vadon,David,Vadon,1988-06-02,Uruguay,Uruguay,,M,Midfielder
2003,173783.0,Giovanni van Bronckhorst,Giovanni,van Bronckhorst,1975-02-05,Netherlands,Netherlands,8.0,D,Defender
2510,125871.0,Daniel Van Buyten,Daniel,Van Buyten,1978-02-07,Belgium,Belgium,5.0,D,Centre Central Defender
2070,110391.0,Edwin van der Sar,Edwin,van der Sar,1970-10-29,Netherlands,Netherlands,1.0,G,Goalkeeper
2117,105262.0,Ruud van Nistelrooy,Ruud,van Nistelrooy,1976-07-01,Netherlands,Netherlands,9.0,F,Centre Striker
2228,2888.0,Alex Varney,Alex,Varney,1984-12-27,England,England,31.0,F,Forward
1309,27979.0,Darius Vassell,Darius,Vassell,1980-06-13,England,England,13.0,F,Forward
2504,96618.0,Stephen Vaughan,Stephen,Vaughan,1985-01-22,England,England,,D,Defender
2116,141689.0,Juan Sebastián Verón,Juan Sebastián,Verón,1975-03-09,Argentina,Argentina,11.0,M,Centre Central Midfielder
2333,121184.0,Vlastimil Vidlicka,Vlastimil,Vidlicka,1981-07-02,Czech Republic,Czech Republic,24.0,D,Right Wing Back
1909,4712.0,Mark Viduka,Mark,Viduka,1975-10-09,Australia,Australia,36.0,F,Forward
1132,5746.0,Patrick Vieira,Patrick,Vieira,1976-06-23,Senegal,France,24.0,M,Centre Defensive Midfielder
867,26388.0,Jamie Vincent,Jamie,Vincent,1975-06-18,England,England,3.0,D,Defender
2552,20544.0,Rowan Vine,Rowan,Vine,1982-09-21,England,England,,F,Forward
1830,125080.0,Moritz Volz,Moritz,Volz,1983-01-21,Germany,Germany,2.0,D,Left/Right Full Back
