id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info
406,3337.0,Steve Stone,Steve,Stone,1971-08-20,England,England,,M,Midfielder
242,925.0,Gordon Strachan,Gordon,Strachan,1957-02-09,Scotland,Scotland,,M,Midfielder
111,3673.0,Graham Stuart,Graham,Stuart,1970-10-24,England,England,4.0,M,Midfielder
1178,3410.0,Dean Sturridge,Dean,Sturridge,1973-07-27,England,England,,F,Forward
583,27204.0,Neil Sullivan,Neil,Sullivan,1970-02-24,Scotland,Scotland,1.0,G,Goalkeeper
1075,1233.0,Mark Summerbell,Mark,Summerbell,1976-10-30,England,England,,M,Midfielder
390,4120.0,Chris Sutton,Chris,Sutton,1973-03-10,England,England,20.0,F,Forward
847,901.0,Ian Taylor,Ian,Taylor,1968-06-04,England,England,,M,Midfielder
1033,12313.0,Paul Telfer,Paul,Telfer,1971-10-21,Scotland,Scotland,,D,Defender
1282,96171.0,Ben Thatcher,Ben,Thatcher,1975-11-30,Wales,Wales,33.0,D,Defender
939,146246.0,Stuart Thom,Stuart,Thom,1976-12-27,England,England,,D,Defender
263,253.0,Michael Thomas,Michael,Thomas,1967-08-24,England,England,,M,Midfielder
1234,28682.0,Ian Thomas-Moore,Ian,Thomas-Moore,1976-08-26,England,England,22.0,F,Forward
1206,4146.0,David Thompson,David,Thompson,1977-09-12,England,England,15.0,M,Midfielder
881,1384.0,Claus Thomsen,Claus,Thomsen,1970-05-31,Denmark,Denmark,,D,Defender
397,1840.0,Carl Tiler,Carl,Tiler,1970-02-11,England,England,,D,Defender
241,145933.0,Mark Tinkler,Mark,Tinkler,1974-10-24,England,England,17.0,M,Midfielder
532,14634.0,Paul Tisdale,Paul,Tisdale,1973-01-14,Malta,England,17.0,M,Midfielder
1154,1344.0,Tom Evans,Thomas,Evans,1976-12-31,England,England,,G,Goalkeeper
112,1935.0,Andy Townsend,Andy,Townsend,1963-07-23,Ireland,Ireland,,M,Midfielder
1174,2790.0,Paul Trollope,Paul,Trollope,1972-06-03,England,Wales,,M,Midfielder
1289,1521.0,Orlando Trustfull,Orlando,Trustfull,1970-08-04,Netherlands,Netherlands,,M,Midfielder
562,41975.0,Andy Turner,Andy,Turner,1975-03-23,England,Northern Ireland,,M,Midfielder
181,4432.0,David Unsworth,David,Unsworth,1973-10-16,England,England,25.0,D,Defender
1131,19664.0,Matt Upson,Matt,Upson,1979-04-18,England,England,4.0,D,Centre Central Defender
1209,4850.0,Raimond van der Gouw,Raimond,van der Gouw,1963-03-24,Netherlands,Netherlands,,G,Goalkeeper
1173,42167.0,Robin van Der Laan,Robin,van Der Laan,1968-09-05,Netherlands,Netherlands,,M,Midfielder
1244,1456.0,Ulrich van Gobbel,Ulrich,van Gobbel,1971-01-16,Netherlands,Netherlands,,D,Defender
