id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info
3527,143268.0,Wilson Palacios,Wilson,Palacios,1984-07-29,Honduras,Honduras,8.0,M,Centre Defensive Midfielder
4130,304719.0,Andre Wisdom,Andre,Wisdom,1993-05-09,England,England,,D,Defender
3756,300570.0,Chris Wood,Chris,Wood,1991-12-07,New Zealand,New Zealand,20.0,F,Centre Striker
4156,286422.0,Scott Wootton,Scott,Wootton,1991-09-12,England,England,31.0,D,Centre Central Defender
878,25111.0,Richard Wright,Richard,Wright,1977-11-05,England,England,,G,Goalkeeper
4476,144542.0,Jordan Wynter,Jordan,Wynter,1993-11-24,England,England,4.0,D,Centre Central Defender
3692,268780.0,Xisco,Francisco,Jiménez Tejada,1986-06-26,Spain,Spain,18.0,F,Centre Striker
4673,181656.0,Claudio Yacob,Claudio,Yacob,1987-07-18,Argentina,Argentina,24.0,M,Centre Defensive Midfielder
4544,25732.0,Mapou Yanga-Mbiwa,Mapou,Yanga-Mbiwa,1989-05-15,Central African Republic,France,2.0,D,Centre Central Defender
4528,172039.0,Samed Yesil,Samed,Yesil,1994-05-25,Germany,Germany,,F,Forward
4605,313297.0,Maya Yoshida,Maya,Yoshida,1988-08-24,Japan,Japan,22.0,D,Centre Central Defender
3062,94798.0,Ashley Young,Ashley,Young,1985-07-09,England,England,18.0,D,Left/Right Wing Back
4568,18929.0,Yun Suk-Young,Suk-Young,Yun,1990-02-13,South Korea,South Korea,2.0,D,Left Full Back
3654,47197.0,Pablo Zabaleta,Pablo,Zabaleta,1985-01-16,Argentina,Argentina,5.0,D,Right Full Back
4539,13935.0,Wilfried Zaha,Wilfried,Zaha,1992-11-10,Cote D’Ivoire,Cote D’Ivoire,11.0,F,Left/Centre/Right Winger
2603,18814.0,Bobby Zamora,Bobby,Zamora,1981-01-16,England,England,25.0,F,Centre Striker
4640,53188.0,Jordan Pickford,Jordan,Pickford,1994-03-07,England,England,1.0,G,Goalkeeper
3388,32100.0,Steven Pienaar,Steven,Pienaar,1982-03-17,South Africa,South Africa,20.0,M,Left/Centre/Right Attacking Midfielder
4356,281795.0,Anthony Pilkington,Anthony,Pilkington,1988-06-06,England,Ireland,11.0,M,Left/Right Winger
4220,137692.0,Piscu,Adrián,López Rodríguez,1987-02-25,Spain,Spain,,D,Centre Central Defender
10292,13347.0,Ellis Plummer,Ellis,Plummer,1994-09-02,England,England,26.0,D,Defender
4480,256266.0,Lukas Podolski,Lukas,Podolski,1985-06-04,Poland,Germany,10.0,F,Left/Centre/Right Striker
2946,163438.0,Emanuel Pogatetz,Emanuel,Pogatetz,1983-01-16,Austria,Austria,4.0,D,Central Defender
4306,121734.0,Pavel Pogrebnyak,Pavel,Pogrebnyak,1983-11-08,Russia,Russia,9.0,F,Forward
4671,53272.0,Goran Popov,Goran,Popov,1984-10-02,,,3.0,D,Left Full Back
4681,19514.0,Daniel Potts,Daniel,Potts,1994-04-13,England,England,3.0,D,Left Full Back
4540,160091.0,Nick Powell,Nick,Powell,1994-03-23,England,England,25.0,M,Centre Attacking Midfielder
7791,14687.0,Josh Pritchard,Josh,Pritchard,1992-09-23,England,England,18.0,M,Centre Central Midfielder
4709,281182.0,Jamie Proctor,Jamie,Proctor,1992-03-25,England,England,13.0,F,Centre Striker
4084,144539.0,Jason David Ian Puncheon,Jason David Ian,Puncheon,1986-06-18,England,England,42.0,M,Left/Centre/Right Attacking Midfielder
3664,257769.0,Rafael,Rafael,Pereira da Silva,1990-07-09,Brazil,Brazil,4.0,D,Right Full Back
4103,5690.0,Ramires,Ramires,Santos do Nascimento,1987-03-24,Brazil,Brazil,7.0,M,Centre/Right Central Midfielder
4616,299750.0,Gastón Ramírez,Gastón,Ramírez,1990-12-02,Uruguay,Uruguay,21.0,M,Midfielder
4697,105974.0,Iván Ramis,Iván,Ramis,1984-10-25,Spain,Spain,4.0,D,Centre Central Defender
3548,316964.0,Aaron Ramsey,Aaron,Ramsey,1990-12-26,Wales,Wales,16.0,M,Centre Central Midfielder
4405,135805.0,Angel Rangel,Angel,Rangel,1982-11-28,Spain,Spain,22.0,D,Right Full Back
3689,298676.0,Nile Ranger,Nile,Ranger,1991-04-11,England,England,22.0,F,Centre Striker
4133,24145.0,Raul Meireles,Raul José,Trindade Meireles,1983-03-17,Portugal,Portugal,14.0,M,Centre/Right Central Midfielder
4150,14623.0,Abdul Razak,Abdul,Razak,1992-11-11,Cote D’Ivoire,Cote D’Ivoire,8.0,M,Centre Central Midfielder
4225,10429.0,Daniel Redmond,Daniel,Redmond,1991-03-02,England,England,24.0,M,Central Midfielder
4611,281103.0,Ben Reeves,Ben,Reeves,1991-11-19,England,Northern Ireland,11.0,M,Centre Central Midfielder
2435,13908.0,Steven Reid,Steven,Reid,1981-03-10,Ireland,Ireland,18.0,D,Right Full Back
4322,258765.0,Karim Rekik,Karim,Rekik,1994-12-02,Netherlands,Netherlands,4.0,D,Centre Central Defender
4572,306462.0,Loïc Rémy,Loïc,Rémy,1987-01-02,France,France,59.0,F,Centre Striker
2447,21545.0,Ricardo Vaz Tê,Ricardo Jorge,Vaz Tê,1986-10-01,Portugal,Portugal,,F,Forward
2925,18557.0,Micah Richards,Micah,Richards,1988-06-24,England,England,17.0,D,Right Full Back
1982,40578.0,Kieran Richardson,Kieran,Richardson,1984-10-21,England,England,15.0,D,Full Back
2013,161267.0,Liam Ridgewell,Liam,Ridgewell,1984-07-21,England,England,6.0,D,Centre Central Defender
4514,24074.0,Sascha Riether,Sascha,Riether,1983-03-23,Germany,Germany,27.0,D,Right Full Back
2110,15706.0,John Arne Riise,John Arne,Riise,1980-09-24,Norway,Norway,6.0,D,Left Full Back
4479,167608.0,Philip Roberts,Philip,Roberts,1994-04-07,England,Ireland,,F,Centre Striker
3902,179282.0,Jack Robinson,Jack,Robinson,1993-09-01,England,England,19.0,D,Left Full Back
4696,130764.0,Joel Robles,Joel,Robles,1990-06-17,Spain,Spain,1.0,G,Goalkeeper
3484,35863.0,Hal Robson-Kanu,Hal,Robson-Kanu,1989-05-21,Wales,Wales,4.0,F,Left/Centre/Right Second Striker
3780,93351.0,Hugo Rodallega,Hugo,Rodallega,1985-07-25,Colombia,Colombia,7.0,F,Centre Striker
3851,95187.0,Jay Rodriguez,Jay,Rodriguez,1989-07-29,England,England,19.0,F,Left/Centre/Right Second Striker
3389,311676.0,Jack Rodwell,Jack,Rodwell,1991-03-11,England,England,,M,Midfielder
3977,116054.0,Román Golobart,Roman,Golobart Benet,1992-03-21,Spain,Spain,,D,Centre Central Defender
4286,20061.0,Oriol Romeu,Oriol,Romeu,1991-09-24,Spain,Spain,6.0,M,Centre Defensive Midfielder
4536,289380.0,Rony Lopes,Marcos Paulo,Mesquita Lopes,1995-12-28,Brazil,Portugal,10.0,F,Left/Right Winger
4442,187363.0,Kemar Roofe,Kemar,Roofe,1993-01-06,England,Jamaica,25.0,F,Left/Centre/Right Striker
2064,285067.0,Wayne Rooney,Wayne,Rooney,1985-10-24,England,England,32.0,F,Centre Second Striker
4424,19350.0,Rory Donnelly,Ruaridhri,Donnelly,1992-02-18,Northern Ireland,Northern Ireland,9.0,F,Centre Striker
3507,277658.0,Danny Rose,Danny,Rose,1990-07-02,England,England,3.0,D,Left Full Back
4675,15928.0,Markus Rosenberg,Markus,Rosenberg,1982-09-27,Sweden,Sweden,9.0,F,Centre Striker
3052,38011.0,Tomas Rosicky,Tomas,Rosicky,1980-10-04,Czech Republic,Czech Republic,10.0,M,Centre Attacking Midfielder
2681,6161.0,Wayne Routledge,Wayne,Routledge,1985-01-07,England,England,15.0,M,Right Winger
4347,46935.0,Declan Rudd,Declan,Rudd,1991-01-16,England,England,1.0,G,Goalkeeper
2896,258968.0,John Ruddy,John,Ruddy,1986-10-24,England,England,21.0,G,Goalkeeper
4308,24707.0,Bryan Ruiz,Bryan,Ruiz,1985-08-18,Costa Rica,Costa Rica,20.0,M,Left Attacking Midfielder
7942,49045.0,Albert Rusnák,Albert,Rusnák,1994-07-07,Czech Republic,Slovakia,11.0,M,Centre Attacking Midfielder
3311,144801.0,Bacary Sagna,Bacary,Sagna,1983-02-14,France,France,33.0,D,Right Full Back
1598,6569.0,Louis Saha,Louis,Saha,1978-08-08,France,France,25.0,F,Centre Striker
4705,256253.0,Nuri Sahin,Nuri,Sahin,1988-09-05,Germany,Turkey,8.0,M,Centre Central Defender
4523,211589.0,Stephen Sama,Stephen,Sama,1993-03-05,Cameroon,Germany,24.0,D,Centre Central Defender
3070,50128.0,Christopher Samba,Christopher,Samba,1984-03-28,France,Congo,4.0,D,Centre Central Defender
4226,20874.0,Conor Sammon,Conor,Sammon,1986-11-06,Ireland,Ireland,18.0,F,Centre Striker
4598,255966.0,Dominic Samuel,Dominic,Samuel,1994-04-11,England,England,9.0,F,Centre Striker
3322,183666.0,Sanchez Watt,Herschel,Sanchez Watt,1991-02-14,England,England,,M,Midfielder
4193,284456.0,Sandro,Sandro Ranieri,Guimaraes Cordeiro,1989-03-15,Brazil,Brazil,30.0,M,Centre Defensive Midfielder
3346,105449.0,Roque Santa Cruz,Roque,Santa Cruz,1981-08-16,Paraguay,Paraguay,24.0,F,Centre Striker
4477,100206.0,Santi Cazorla,Santiago,Cazorla González,1984-12-13,Spain,Spain,8.0,M,Left/Centre/Right Attacking Midfielder
4339,131196.0,Davide Santon,Davide,Santon,1991-01-02,Italy,Italy,18.0,D,Left/Right Full Back
4321,25561.0,Stefan Savic,Stefan,Savic,1991-01-08,Montenegro,Montenegro,15.0,D,Centre Central Defender
4498,144306.0,George Saville,George,Saville,1993-06-01,England,Northern Ireland,17.0,M,Centre Central Midfielder
3752,315677.0,Romaine Sawyers,Romaine,Sawyers,1991-11-02,St. Kitts & Nevis,St. Kitts & Nevis,,M,Centre Attacking Midfielder
4329,281694.0,Luca Scapuzzi,Luca,Scapuzzi,1991-04-15,Italy,Italy,10.0,F,Left Winger
3029,6553.0,Paul Scharner,Paul,Scharner,1980-03-11,Austria,Austria,33.0,D,Centre Central Defender
4615,258394.0,Morgan Schneiderlin,Morgan,Schneiderlin,1989-11-08,France,France,6.0,M,Centre Defensive Midfielder
336,324.0,Paul Scholes,Paul,Scholes,1974-11-16,England,England,22.0,M,Centre Central Midfielder
1218,13977.0,Mark Schwarzer,Mark,Schwarzer,1972-10-06,Australia,Australia,32.0,G,Goalkeeper
4609,91246.0,Daniel Seaborne,Daniel,Seaborne,1987-03-05,England,England,18.0,D,Defender
2412,154029.0,Philippe Senderos,Philippe,Senderos,1985-02-14,Switzerland,Switzerland,4.0,D,Central Defender
4185,6782.0,Stéphane Sessegnon,Stéphane,Sessegnon,1984-06-01,Benin,Benin,29.0,M,Centre/Right Attacking Midfielder
4626,20023.0,Billy Sharp,Billy,Sharp,1986-02-05,England,England,10.0,F,Centre Striker
1934,115063.0,Shaun Wright-Phillips,Shaun,Wright-Phillips,1981-10-25,England,England,98.0,M,Left/Right Winger
4608,14011.0,Luke Shaw,Luke,Shaw,1995-07-12,England,England,23.0,D,Left Full Back
3158,275175.0,Ryan Shawcross,Ryan,Shawcross,1987-10-04,England,England,,D,Centre Central Defender
3795,14173.0,James Shea,James,Shea,1991-06-16,England,England,1.0,G,Goalkeeper
4660,258617.0,Itay Shechter,Itay,Shechter,1987-02-22,Israel,Israel,10.0,F,Forward
4135,19695.0,Jonjo Shelvey,Jonjo,Shelvey,1992-02-27,England,England,8.0,M,Centre Central Midfielder
4595,112548.0,Karl Sheppard,Karl,Sheppard,1991-02-14,Ireland,Ireland,9.0,F,Forward
1962,43711.0,Shola Ameobi,Foluwashola,Ameobi,1981-10-12,Nigeria,Nigeria,9.0,F,Striker
3186,19026.0,Nicky Shorey,Nicky,Shorey,1981-02-19,England,England,31.0,D,Left Full Back
3703,180255.0,Ryan Shotton,Ryan,Shotton,1988-10-30,England,England,,D,Centre Central Defender
3708,5105.0,Mamady Sidibe,Mamady,Sidibe,1979-12-18,Mali,Mali,11.0,F,Centre Striker
2007,30580.0,Steve Sidwell,Steve,Sidwell,1982-12-14,England,England,14.0,M,Centre Central Midfielder
4485,315130.0,Benjamin Siegrist,Benjamin,Siegrist,1992-01-31,Switzerland,Switzerland,31.0,G,Goalkeeper
4421,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,1989-09-08,Iceland,Iceland,10.0,M,Left/Centre/Right Attacking Midfielder
4145,189086.0,David Silva,David,Silva,1986-01-08,Spain,Spain,21.0,M,Left/Centre/Right Attacking Midfielder
4708,6567.0,Bradley Simmonds,Bradley,Simmonds,1994-09-17,England,England,,M,Midfielder
3157,273717.0,Danny Simpson,Danny,Simpson,1987-01-04,England,England,2.0,D,Right Full Back
4529,259052.0,Jerome Sinclair,Jerome,Sinclair,1996-09-20,England,England,,F,Centre Striker
4549,288560.0,Moussa Sissoko,Moussa,Sissoko,1989-08-16,France,France,19.0,M,Centre/Right Central Midfielder
4384,43619.0,Petros Skapetis,Petros,Skapetis,1995-01-13,Australia,Australia,13.0,F,Forward
3404,269265.0,Martin Skrtel,Martin,Skrtel,1984-12-15,Slovakia,Slovakia,37.0,D,Centre Central Defender
3613,259066.0,Chris Smalling,Chris,Smalling,1989-11-22,England,England,6.0,D,Centre Central Defender
3883,40744.0,Alex Smith,Alex,Smith,1991-10-31,England,England,,D,Defender
4558,304946.0,Robert Snodgrass,Robert,Snodgrass,1987-09-07,Scotland,Scotland,12.0,M,Left/Right Attacking Midfielder
4298,5971.0,Csaba Somogyi,Csaba,Somogyi,1985-04-07,Hungary,Hungary,22.0,G,Goalkeeper
2837,135768.0,Alexandre Song,Alexandre,Song,1987-09-09,Cameroon,Cameroon,17.0,M,Centre Central Midfielder
3647,189410.0,Jay Spearing,Jay,Spearing,1988-11-25,England,England,8.0,M,Centre Defensive Midfielder
3760,42791.0,Jordan Spence,Jordan,Spence,1990-05-24,England,England,12.0,D,Left/Right Full Back
4679,14424.0,Raphael Spiegel,Raphael,Spiegel,1992-12-19,Switzerland,Switzerland,24.0,G,Goalkeeper
4111,41598.0,Mason Springthorpe,Mason,Springthorpe,1994-11-01,England,England,1.0,G,Goalkeeper
4031,5587.0,Sébastien Squillaci,Sébastien,Squillaci,1980-08-11,France,France,18.0,D,Centre Central Defender
4219,9290.0,Ronnie Stam,Ronnie,Stam,1984-06-18,Netherlands,Netherlands,8.0,D,Defender
4348,302805.0,Jed Steer,Jed,Steer,1992-09-23,England,England,25.0,G,Goalkeeper
1974,19963.0,Stephen Kelly,Stephen,Kelly,1983-09-06,Ireland,Ireland,2.0,D,Left/Right Full Back
4612,19041.0,Jack Stephens,Jack,Stephens,1994-01-27,England,England,15.0,D,Centre Central Defender
4316,317508.0,Raheem Sterling,Raheem,Sterling,1994-12-08,Jamaica,England,,F,Left/Centre/Right Second Striker
3957,279739.0,Steven Caulker,Steven,Caulker,1991-12-29,England,Sierra Leone,44.0,D,Central Defender
4258,47001.0,Enda Stevens,Enda,Stevens,1990-07-09,Ireland,Ireland,3.0,D,Left Full Back
4426,268028.0,Kevin Stewart,Kevin,Stewart,1993-09-07,England,Jamaica,6.0,M,Centre Defensive Midfielder
3610,314602.0,David Stockdale,David,Stockdale,1985-09-20,England,England,,G,Goalkeeper
4505,31291.0,John Stones,John,Stones,1994-05-28,England,England,5.0,D,Centre Central Defender
4548,19870.0,Remie Streete,Remie,Streete,1994-11-02,England,England,4.0,D,Centre Central Defender
1295,32992.0,Stuart Taylor,Stuart,Taylor,1980-11-28,England,England,28.0,G,Goalkeeper
3154,163694.0,Daniel Sturridge,Daniel,Sturridge,1989-09-01,England,England,19.0,F,Centre Striker
4325,159863.0,Denis Suárez,Denis,Suárez,1994-01-06,Spain,Spain,6.0,M,Left/Centre/Right Attacking Midfielder
2338,264366.0,Andrew Surman,Andrew,Surman,1986-08-20,South Africa,England,16.0,M,Centre Central Midfielder
4315,186530.0,Suso,Jesús,Fernández Saez,1993-11-19,Spain,Spain,7.0,M,Left/Centre/Right Attacking Midfielder
4571,167540.0,Frankie Sutherland,Frankie,Sutherland,1993-12-06,Ireland,Ireland,19.0,F,Forward
4584,23345.0,Pierce Sweeney,Pierce,Sweeney,1994-09-11,Ireland,Ireland,26.0,D,Centre Central Defender
4490,163281.0,Yacouba Sylla,Yacouba,Sylla,1990-11-29,Mali,Mali,5.0,M,Midfielder
3543,50189.0,Wojciech Szczesny,Wojciech,Szczesny,1990-04-18,Poland,Poland,1.0,G,Goalkeeper
1751,122559.0,Thomas Sørensen,Thomas,Sørensen,1976-06-12,Denmark,Denmark,1.0,G,Goalkeeper
3241,25594.0,Adel Taarabt,Adel,Taarabt,1989-05-24,Morocco,Morocco,49.0,M,Centre Attacking Midfielder
4587,11158.0,Jay Tabb,Jay,Tabb,1984-02-21,England,Ireland,18.0,M,Centre Central Midfielder
4199,18176.0,Gabriel Tamas,Gabriel,Tamas,1983-11-09,Romania,Romania,4.0,D,Centre/Right Central Defender
4653,15564.0,Scott Tancock,Scott,Tancock,1993-12-29,Wales,Wales,15.0,D,Centre Central Defender
4310,260703.0,Muamer Tankovic,Muamer,Tankovic,1995-02-22,Sweden,Sweden,22.0,F,Forward
1941,14565.0,Alan Tate,Alan,Tate,1982-09-02,England,England,30.0,D,Centre Central Defender
4704,120428.0,Mickaël Tavares,Mickaël,Tavares,1982-10-25,France,Senegal,27.0,M,Centre Central Midfielder
4168,136700.0,James Tavernier,James,Tavernier,1991-10-31,England,England,2.0,D,Right Full Back
3027,138849.0,Ryan Taylor,Ryan,Taylor,1984-08-19,England,England,18.0,D,Defender
1353,47414.0,John Terry,John,Terry,1980-12-07,England,England,26.0,D,Centre Central Defender
4560,6363.0,Alexander Tettey,Alexander,Tettey,1986-04-04,Norway,Norway,27.0,M,Centre Defensive Midfielder
3281,121631.0,Carlos Tevez,Carlos,Tevez,1984-02-05,Argentina,Argentina,32.0,F,Centre Striker
2008,30902.0,Jerome Thomas,Jerome,Thomas,1983-03-23,England,England,14.0,M,Left/Right Winger
4201,179375.0,George Thorne,George,Thorne,1993-01-04,England,England,22.0,M,Centre Central Midfielder
4334,39265.0,Tom Thorpe,Tom,Thorpe,1993-01-13,England,England,32.0,D,Defender
4652,50090.0,Dwight Tiendalli,Dwight,Tiendalli,1985-10-21,Netherlands,Netherlands,3.0,D,Left/Right Full Back
4350,9996.0,Marc Tierney,Marc,Tierney,1985-08-23,England,England,23.0,D,Left Full Back
4215,5856.0,Dylan Tombides,Dylan,Tombides,1994-03-08,Australia,Australia,38.0,F,Centre Striker
3517,51519.0,James Tomkins,James,Tomkins,1989-03-29,England,England,5.0,D,Defender
3223,11215.0,Michael Tonge,Michael,Tonge,1983-04-07,England,England,18.0,M,Centre Central Midfielder
3420,31365.0,Fernando Torres,Fernando,Torres,1984-03-20,Spain,Spain,9.0,F,Centre Striker
4148,138364.0,Yaya Touré,Yaya,Touré,1983-05-13,Cote D’Ivoire,Cote D’Ivoire,42.0,M,Central Midfielder
3724,282044.0,Andros Townsend,Andros,Townsend,1991-07-16,England,England,14.0,M,Left/Right Winger
2835,94346.0,Armand Traore,Armand,Traore,1989-10-08,France,Senegal,29.0,D,Left Full Back
4401,32017.0,Gerhard Tremmel,Gerhard,Tremmel,1978-11-16,Germany,Germany,25.0,G,Goalkeeper
4309,280452.0,Marcello Trotta,Marcello,Trotta,1992-09-29,Italy,Italy,29.0,F,Centre Striker
3923,281187.0,Ryan Tunnicliffe,Ryan,Tunnicliffe,1992-12-30,England,England,8.0,M,Centre Central Midfielder
4687,139328.0,Blair Turgott,Blair,Turgott,1994-05-22,England,England,11.0,M,Centre/Right Attacking Midfielder
2309,19429.0,Ross Turnbull,Ross,Turnbull,1985-01-04,England,England,22.0,G,Goalkeeper
2217,50105.0,Michael Turner,Michael,Turner,1983-11-09,England,England,6.0,D,Centre Central Defender
1131,19664.0,Matt Upson,Matt,Upson,1979-04-18,England,England,4.0,D,Centre Central Defender
3285,5421.0,Antonio Valencia,Antonio,Valencia,1985-08-04,Ecuador,Ecuador,25.0,D,Right Full Back
3362,283846.0,Patrick van Aanholt,Patrick,van Aanholt,1990-08-29,Netherlands,Netherlands,6.0,D,Left Full Back
4192,106093.0,Rafael van der Vaart,Rafael,van der Vaart,1983-02-11,Netherlands,Netherlands,23.0,M,Left/Centre Attacking Midfielder
2616,93894.0,Robin van Persie,Robin,van Persie,1983-08-06,Netherlands,Netherlands,32.0,F,Centre Striker
2707,189412.0,James Vaughan,James,Vaughan,1988-07-14,England,England,9.0,F,Centre Striker
4118,140717.0,Apostolos Vellios,Apostolos,Vellios,1992-01-08,Greece,Greece,39.0,F,Centre Striker
3796,171637.0,Thomas Vermaelen,Thomas,Vermaelen,1985-11-14,Belgium,Belgium,4.0,D,Centre Central Defender
4332,186341.0,Marnick Vermijl,Marnick,Vermijl,1992-01-13,Belgium,Belgium,2.0,D,Right Full Back
4666,188573.0,Jan Vertonghen,Jan,Vertonghen,1987-04-24,Belgium,Belgium,5.0,D,Centre Full Back
4143,312873.0,Frédéric Veseli,Frédéric,Veseli,1992-11-20,Switzerland,Albania,5.0,D,Central Defender
2935,17798.0,Nemanja Vidic,Nemanja,Vidic,1981-10-21,Yugoslavia,Serbia,15.0,D,Centre Central Defender
4486,23780.0,Ron Vlaar,Ron,Vlaar,1985-02-16,Netherlands,Netherlands,4.0,D,Centre Central Defender
4398,166315.0,Michel Vorm,Michel,Vorm,1983-10-20,Netherlands,Netherlands,13.0,G,Goalkeeper
4211,167502.0,Dominic Vose,Dominic,Vose,1993-11-23,England,England,,F,Forward
3684,262935.0,Haris Vuckic,Haris,Vuckic,1992-08-21,Slovenia,Slovenia,9.0,F,Centre Striker
4144,43529.0,Reece Wabara,Reece,Wabara,1991-12-28,England,England,25.0,D,Right Full Back
2839,277556.0,Theo Walcott,Theo,Walcott,1989-03-16,England,England,32.0,F,Right Winger
4099,267271.0,Sam Walker,Sam,Walker,1991-10-02,England,England,1.0,G,Goalkeeper
2047,136908.0,Jonathan Walters,Jonathan,Walters,1983-09-20,Ireland,Ireland,39.0,F,Centre Striker
4522,133220.0,Danny Ward,Danny,Ward,1993-06-22,Wales,Wales,12.0,G,Goalkeeper
4617,6447.0,James Ward-Prowse,James,Ward-Prowse,1994-11-01,England,England,8.0,M,Centre Central Midfielder
2279,93980.0,Stephen Warnock,Stephen,Warnock,1981-12-12,England,England,15.0,D,Left Full Back
2686,257563.0,Ben Watson,Ben,Watson,1985-07-09,England,England,26.0,M,Centre Central Midfielder
