id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info
2282,131907.0,John Welsh,John,Welsh,1984-01-10,England,England,4.0,M,Centre Central Midfielder
2221,261176.0,Myles Weston,Myles,Weston,1988-03-12,Antigua & Barbuda,Antigua & Barbuda,11.0,M,Midfielder
2749,161184.0,David Wheater,David,Wheater,1987-02-14,England,England,31.0,D,Centre Central Defender
2505,20044.0,Zak Whitbread,Zak,Whitbread,1984-03-04,United States,United States,4.0,D,Centre Central Defender
2171,48281.0,Peter Whittingham,Peter,Whittingham,1984-09-08,England,England,11.0,M,Left/Centre Central Midfielder
2678,35781.0,Rhoys Wiggins,Rhoys,Wiggins,1987-11-04,England,Wales,12.0,D,Left Full Back
2667,98013.0,David Wilkinson,David,Wilkinson,1987-04-17,England,England,,G,Goalkeeper
2685,176233.0,Gareth Williams,Gareth,Williams,1982-09-10,Wales,Wales,,F,Forward
2514,29959.0,Willo Flood,William,Flood,1985-04-10,Ireland,Ireland,14.0,M,Centre/Right Attacking Midfielder
2679,16240.0,Glenn Wilson,Glenn,Wilson,1986-03-16,England,England,5.0,D,Central Defender
1836,174170.0,Sylvain Wiltord,Sylvain,Wiltord,1974-05-10,France,France,,F,Forward
1726,2159.0,Neil Wood,Neil,Wood,1983-04-01,England,England,,F,Forward
1565,132633.0,Jonathan Woodgate,Jonathan,Woodgate,1980-01-22,England,England,39.0,D,Centre Central Defender
496,3655.0,Nigel Worthington,Nigel,Worthington,1961-11-04,Northern Ireland,Northern Ireland,,D,Defender
2608,3451.0,Chris Wright,Chris,Wright,1986-09-27,England,England,48.0,G,Goalkeeper
2733,115066.0,Bradley Wright-Phillips,Bradley,Wright-Phillips,1985-03-12,England,England,99.0,F,Centre Striker
2719,114535.0,Xabi Alonso,Xabier,Alonso Olano,1981-11-25,Spain,Spain,14.0,M,Centre Central Midfielder
2336,3018.0,Alaeddine Yahia,Alaeddine,Yahia,1981-08-26,Tunisia,Tunisia,15.0,D,Defender
2553,43839.0,Yakubu,Yakubu,Aiyegbeni,1982-11-22,Nigeria,Nigeria,22.0,F,Striker
2360,167262.0,Mark Yeates,Mark,Yeates,1985-01-11,Ireland,Ireland,17.0,M,Winger
2429,93159.0,David Yelldell,David,Yelldell,1981-10-01,Germany,United States,1.0,G,Goalkeeper
2239,11596.0,Joseph Yobo,Joseph,Yobo,1980-09-06,Nigeria,Nigeria,26.0,D,Centre/Right Central Defender
59,4762.0,Dwight Yorke,Dwight,Yorke,1971-11-03,Trinidad & Tobago,Trinidad & Tobago,19.0,M,Midfielder
2218,16484.0,Kelly Youga,Kelly,Youga,1985-09-22,Central African Republic,Central African Republic,32.0,D,Defender
1464,177421.0,Luke Young,Luke,Young,1979-07-19,England,England,21.0,D,Left/Right Full Back
2056,5471.0,Boudewijn Zenden,Boudewijn,Zenden,1976-08-15,Netherlands,Netherlands,7.0,M,Left/Centre Central Midfielder
2811,279902.0,Reto Ziegler,Reto,Ziegler,1986-01-16,Switzerland,Switzerland,3.0,D,Centre Central Defender
915,143184.0,Jamie Carragher,Jamie,Carragher,1978-01-28,England,England,23.0,D,Defender
1634,4242.0,Michael Carrick,Michael,Carrick,1981-07-28,England,England,16.0,M,Centre Central Midfielder
2112,14928.0,Roy Carroll,Roy,Carroll,1977-09-30,Northern Ireland,Northern Ireland,1.0,G,Goalkeeper
1175,5265.0,Lee Carsley,Lee,Carsley,1974-02-28,Ireland,Ireland,26.0,M,Centre Defensive Midfielder
2250,282078.0,Scott Carson,Scott,Carson,1985-09-03,England,England,33.0,G,Goalkeeper
2191,11581.0,Darren Carter,Darren,Carter,1983-12-18,England,England,23.0,M,Centre Central Midfielder
2651,266361.0,Petr Cech,Petr,Cech,1982-05-20,Czech Republic,Czech Republic,1.0,G,Goalkeeper
2799,6066.0,Radek Cerny,Radek,Cerny,1974-02-18,Czech Republic,Czech Republic,24.0,G,Goalkeeper
2065,12397.0,Nick Chadwick,Nick,Chadwick,1982-10-26,England,England,28.0,F,Forward
